Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10494,Mumbai_Warehouse,Nagpur,FedEx,2025-08-09,2025-08-15,28.9,927.85,Delayed,1546,6
SH10495,Mumbai_Warehouse,Delhi,XpressBees,2025-04-16,2025-04-20,14.1,679.46,Delayed,1076,4
SH10496,Hyderabad_Warehouse,Nashik,,2025-05-31,2025-06-03,2.9,393.93,Delayed,553,3
SH10497,Pune_Warehouse,Kolkata,XpressBees,2025-02-13,2025-02-19,25.2,1164.42,Delivered,2013,6
SH10498,Mumbai_Warehouse,Jaipur,XpressBees,2025-05-17,2025-05-24,20.2,1111.44,Delayed,2227,7
SH10499,Pune_Warehouse,Pune,BlueDart,2025-12-05,2025-12-08,6.5,137.59,Delivered,129,3
SH10500,Delhi_Warehouse,Pune,Ecom Express,2025-06-05,2025-06-12,21.8,1307.41,Delivered,2328,7
SH10501,Mumbai_Warehouse,Chennai,Delhivery,2025-02-11,2025-02-16,18.2,931.33,Delivered,1764,5
SH10502,Ahmedabad_Warehouse,Nashik,BlueDart,2025-08-26,2025-08-29,41.8,612.44,Delivered,294,3
SH10503,Mumbai_Warehouse,Nashik,Ecom Express,2025-12-18,2025-12-23,57.2,1338.43,In Transit,1895,5
SH10504,Delhi_Warehouse,Jaipur,Ecom Express,2025-11-13,2025-11-15,33.9,507.39,In Transit,313,2
SH10505,Pune_Warehouse,Kolkata,XpressBees,2025-04-11,2025-04-15,17.4,224.74,Delivered,174,4
SH10506,Pune_Warehouse,Bengaluru,Ecom Express,2025-06-15,2025-06-16,19.3,350.04,Delivered,332,1
SH10507,Mumbai_Warehouse,Jaipur,Delhivery,2025-07-13,2025-07-18,9.9,610.35,Delayed,1177,5
SH10508,Ahmedabad_Warehouse,Nagpur,XpressBees,2025-04-01,2025-04-05,11.4,847.87,In Transit,1568,4
SH10509,Ahmedabad_Warehouse,Jaipur,DHL,2025-04-09,2025-04-13,16.7,667.24,Delivered,1048,4
SH10510,Mumbai_Warehouse,Nagpur,Ecom Express,2025-03-28,,15.5,383.36,Delivered,348,5
SH10511,Pune_Warehouse,Nashik,BlueDart,2025-12-30,2026-01-01,6.2,331.68,Delivered,538,2
SH10512,Ahmedabad_Warehouse,Jaipur,BlueDart,2025-09-30,2025-10-05,42.1,1285.07,Delayed,2139,5
SH10513,Delhi_Warehouse,Mumbai,Ecom Express,2025-11-03,2025-11-10,45.8,1491.13,Delivered,2409,7
SH10514,Mumbai_Warehouse,Nagpur,FedEx,2025-10-26,2025-10-31,41.2,1170.73,Delivered,1898,5
SH10515,Mumbai_Warehouse,Chennai,XpressBees,2025-12-17,2025-12-20,46.8,664.37,Delivered,303,3
SH10516,Delhi_Warehouse,Chennai,BlueDart,2025-02-08,2025-02-13,67.7,1513.93,Delivered,2059,5
SH10517,Bengaluru_Warehouse,Mumbai,BlueDart,2025-11-18,2025-11-24,10.0,880.38,Delivered,1746,6
SH10518,Bengaluru_Warehouse,Kolkata,FedEx,2025-01-25,2025-01-28,65.9,1227.95,Delayed,1339,3
SH10519,Mumbai_Warehouse,Hyderabad,BlueDart,2025-06-23,2025-06-24,14.0,363.22,Delivered,401,1
SH10520,Delhi_Warehouse,Mumbai,XpressBees,2025-08-05,2025-08-11,27.8,1271.75,Delivered,2492,6
SH10521,Pune_Warehouse,Ahmedabad,DHL,2025-05-11,2025-05-14,5.0,540.4,Delivered,1134,3
SH10522,Bengaluru_Warehouse,Ahmedabad,Delhivery,2025-02-23,2025-02-26,12.7,312.48,Delayed,158,3
SH10523,Pune_Warehouse,Bengaluru,XpressBees,2025-03-12,2025-03-13,34.5,614.74,Delivered,564,1
SH10524,Pune_Warehouse,Nagpur,BlueDart,2025-10-29,2025-11-01,28.6,664.47,Delivered,1033,3
SH10525,Hyderabad_Warehouse,Ahmedabad,Delhivery,2025-04-27,2025-04-29,13.8,301.51,Delivered,202,2
SH10526,Bengaluru_Warehouse,Nashik,BlueDart,2025-04-24,2025-04-27,19.3,,Delivered,843,3
SH10527,Delhi_Warehouse,Jaipur,DHL,2025-12-04,2025-12-07,11.8,635.36,Delivered,1198,3
SH10528,Mumbai_Warehouse,Delhi,Delhivery,2025-02-22,2025-03-02,34.4,1306.93,Delivered,2375,8
SH10529,Mumbai_Warehouse,Pune,XpressBees,2025-12-01,2025-12-02,43.8,616.92,In Transit,261,1
SH10530,Hyderabad_Warehouse,Delhi,Delhivery,2025-12-03,2025-12-07,10.1,672.21,Delayed,1463,4
SH10531,Ahmedabad_Warehouse,Kolkata,BlueDart,2025-08-07,2025-08-13,18.0,1150.42,Delivered,2294,6
SH10532,Bengaluru_Warehouse,Ahmedabad,DHL,2025-03-02,2025-03-08,6.0,988.11,Delayed,2025,6
SH10533,Mumbai_Warehouse,Delhi,XpressBees,2025-02-26,2025-03-05,21.4,1321.85,Delivered,2317,7
SH10534,Delhi_Warehouse,Bengaluru,XpressBees,2025-04-14,2025-04-16,25.9,526.75,Delivered,467,2
SH10535,Pune_Warehouse,Kolkata,XpressBees,2025-07-30,2025-08-04,22.6,1071.45,Delayed,2014,5
SH10536,Mumbai_Warehouse,Jaipur,BlueDart,2025-02-26,2025-03-04,24.5,1400.52,Delivered,2448,6
SH10537,Mumbai_Warehouse,Chennai,Delhivery,2025-06-16,2025-06-20,16.6,503.15,Delivered,849,4
SH10538,Delhi_Warehouse,Jaipur,BlueDart,2025-02-12,2025-02-15,16.9,772.48,Delivered,1272,3
SH10539,Delhi_Warehouse,Surat,FedEx,2025-07-17,2025-07-23,16.4,813.65,Delivered,1351,6
SH10540,Bengaluru_Warehouse,Jaipur,FedEx,2025-01-08,2025-01-12,12.4,665.72,In Transit,1259,4
SH10541,Hyderabad_Warehouse,Bengaluru,BlueDart,2025-09-16,2025-09-19,13.6,553.17,Delivered,760,3
SH10542,Pune_Warehouse,Delhi,Delhivery,2025-01-21,2025-01-27,25.1,1285.27,Delivered,2429,6
SH10543,Pune_Warehouse,Mumbai,DHL,2025-03-13,2025-03-18,42.1,1481.56,Delivered,2394,5
SH10544,Hyderabad_Warehouse,Chennai,Ecom Express,2025-03-05,2025-03-08,8.7,465.63,Delayed,983,3
SH10545,Pune_Warehouse,Surat,BlueDart,2025-10-31,2025-11-05,16.9,1091.73,Delivered,2023,5
SH10546,Mumbai_Warehouse,Jaipur,XpressBees,2025-01-20,2025-01-23,7.3,,Delivered,1024,3
SH10547,Ahmedabad_Warehouse,Hyderabad,FedEx,2025-06-06,2025-06-11,12.6,1089.49,Delivered,1998,5
SH10548,Pune_Warehouse,Pune,DHL,2025-08-04,2025-08-09,14.2,821.14,Delivered,1483,5
SH10549,Mumbai_Warehouse,Jaipur,FedEx,2025-07-08,2025-07-11,20.4,826.95,Delivered,1202,3
SH10550,Hyderabad_Warehouse,Nashik,XpressBees,2025-09-06,2025-09-08,20.0,430.38,Delivered,363,2
SH10551,Bengaluru_Warehouse,Jaipur,FedEx,2025-10-21,2025-10-26,17.9,919.82,Delivered,1654,5
SH10552,Mumbai_Warehouse,Delhi,Ecom Express,2025-05-24,2025-05-28,23.7,675.89,Delivered,836,4
SH10553,Ahmedabad_Warehouse,Kolkata,XpressBees,2025-10-30,2025-11-02,9.4,447.59,Delayed,581,3
SH10554,Pune_Warehouse,Surat,FedEx,2025-04-27,2025-04-30,20.5,499.87,Delivered,523,3
SH10555,Hyderabad_Warehouse,Nashik,Delhivery,2025-12-26,2025-12-31,29.2,6500.0,Delivered,2456,5
SH10556,Bengaluru_Warehouse,Delhi,FedEx,2025-07-04,2025-07-05,9.3,232.27,Delivered,303,1
SH10557,Hyderabad_Warehouse,Surat,BlueDart,2025-09-26,2025-10-01,4.3,1035.62,Delivered,2007,5
SH10558,Hyderabad_Warehouse,Mumbai,FedEx,2025-11-16,2025-11-23,34.3,1214.71,Delivered,2172,7
SH10559,Hyderabad_Warehouse,Ahmedabad,Ecom Express,2025-10-17,2025-10-19,7.5,245.21,Delayed,126,2
SH10560,Mumbai_Warehouse,Pune,XpressBees,2025-11-07,2025-11-11,12.2,850.03,Delivered,1494,4
SH10561,Ahmedabad_Warehouse,Hyderabad,FedEx,2025-07-15,2025-07-19,28.6,898.48,Delivered,1465,4
SH10562,Mumbai_Warehouse,Mumbai,FedEx,2025-01-16,2025-01-19,8.9,436.09,Delivered,929,3
SH10563,Pune_Warehouse,Pune,Ecom Express,2025-06-29,,32.8,1034.79,Delivered,1684,4
SH10564,Delhi_Warehouse,Bengaluru,BlueDart,2025-03-08,2025-03-12,10.9,728.36,In Transit,1051,4
SH10565,Pune_Warehouse,Mumbai,Delhivery,2025-11-21,2025-11-25,9.9,590.01,Delivered,1127,4
SH10566,Bengaluru_Warehouse,Chennai,Ecom Express,2025-03-28,2025-04-03,7.4,564.16,In Transit,1107,6
SH10567,Mumbai_Warehouse,Ahmedabad,DHL,2025-03-25,2025-04-01,11.0,963.67,Delivered,2012,7
SH10568,Delhi_Warehouse,Hyderabad,XpressBees,2025-04-02,2025-04-08,26.2,1041.93,Delivered,1601,6
SH10569,Delhi_Warehouse,Hyderabad,BlueDart,2025-08-23,2025-08-27,12.2,581.52,Delivered,979,4
SH10570,Bengaluru_Warehouse,Kolkata,Delhivery,2025-07-28,2025-08-03,34.4,1312.8,Delivered,2321,6
SH10571,Bengaluru_Warehouse,Kolkata,BlueDart,2025-12-13,2025-12-19,18.4,1160.44,Delivered,2015,6
SH10572,Hyderabad_Warehouse,Mumbai,Ecom Express,2025-06-01,2025-06-07,19.5,1258.74,Delivered,2336,6
SH10573,Mumbai_Warehouse,Nagpur,Delhivery,2025-04-14,2025-04-21,9.7,884.69,In Transit,1840,7
SH10574,Ahmedabad_Warehouse,Hyderabad,FedEx,2025-01-18,2025-01-22,37.6,756.08,Delivered,1009,4
SH10575,Delhi_Warehouse,Chennai,FedEx,2025-01-03,2025-01-09,29.3,1209.23,In Transit,1944,6
SH10576,Delhi_Warehouse,Chennai,XpressBees,2025-05-17,2025-05-21,28.8,685.66,Delivered,857,4
SH10577,Bengaluru_Warehouse,Nagpur,Delhivery,2025-12-04,2025-12-09,16.0,430.68,Delivered,714,5
SH10578,Mumbai_Warehouse,Nagpur,FedEx,2025-07-11,2025-07-14,6.6,523.13,Delivered,1155,3
SH10579,Hyderabad_Warehouse,Nashik,DHL,2025-11-23,2025-12-01,20.2,1208.82,Delivered,2425,8
SH10580,Pune_Warehouse,Kolkata,DHL,2025-02-07,2025-02-11,25.4,833.37,In Transit,1442,4
SH10581,Ahmedabad_Warehouse,Nagpur,XpressBees,2025-02-04,2025-02-06,25.6,,Delayed,990,2
SH10582,Mumbai_Warehouse,Delhi,XpressBees,2025-11-01,2025-11-04,23.4,714.45,In Transit,1181,3
SH10583,Ahmedabad_Warehouse,Nashik,BlueDart,2025-02-08,2025-02-10,22.8,543.71,In Transit,763,2
SH10584,Delhi_Warehouse,Ahmedabad,FedEx,2025-01-19,2025-01-25,10.8,845.23,Delivered,1664,6
SH10585,Bengaluru_Warehouse,Bengaluru,BlueDart,2025-05-28,2025-05-31,11.2,649.67,Delivered,908,3
SH10586,Ahmedabad_Warehouse,Nagpur,DHL,2025-12-04,2025-12-09,7.4,719.58,Delayed,1408,5
SH10587,Mumbai_Warehouse,Bengaluru,Delhivery,2025-09-09,2025-09-14,34.6,766.4,Delivered,956,5
SH10588,Delhi_Warehouse,Nashik,Delhivery,2025-02-06,2025-02-03,55.6,931.73,Delayed,836,3
SH10589,Ahmedabad_Warehouse,Bengaluru,XpressBees,2025-11-02,2025-11-08,89.5,1847.46,Delivered,2428,6
SH10590,Mumbai_Warehouse,Chennai,FedEx,2025-11-04,2025-11-06,21.1,658.1,Delivered,897,2
SH10591,Mumbai_Warehouse,Chennai,FedEx,2025-10-20,2025-10-22,22.8,382.47,Delivered,222,2
SH10592,Bengaluru_Warehouse,Delhi,DHL,2025-11-26,2025-12-02,16.4,636.48,Delivered,977,6
SH10593,Mumbai_Warehouse,Chennai,BlueDart,2025-03-29,2025-04-03,20.9,978.49,Delivered,1354,5
SH10594,Ahmedabad_Warehouse,Pune,Delhivery,2025-12-24,2025-12-26,8.9,323.78,Delivered,281,2
SH10595,Ahmedabad_Warehouse,Surat,DHL,2025-04-28,2025-05-01,16.2,,Delivered,799,3
SH10596,Pune_Warehouse,Chennai,Ecom Express,2025-10-20,2025-10-23,9.9,376.45,Delivered,457,3
SH10597,Pune_Warehouse,Mumbai,BlueDart,2025-07-31,2025-08-04,14.8,698.59,Delivered,1277,4
SH10598,Hyderabad_Warehouse,Nagpur,Ecom Express,2025-10-12,2025-10-17,10.6,959.88,Delivered,1822,5
SH10599,Bengaluru_Warehouse,Hyderabad,BlueDart,2025-08-18,2025-08-25,25.5,1238.77,Delivered,2423,7
SH10600,Hyderabad_Warehouse,Kolkata,DHL,2025-08-23,2025-08-26,27.6,674.93,Delayed,1003,3
SH10601,Ahmedabad_Warehouse,Nashik,DHL,2025-08-13,2025-08-18,22.3,1197.76,Delivered,2165,5
SH10602,Delhi_Warehouse,Kolkata,Delhivery,2025-10-12,2025-10-15,11.3,472.42,Delivered,575,3
SH10603,Pune_Warehouse,Kolkata,Delhivery,2025-09-27,2025-10-02,7.0,991.19,Delivered,1962,5
SH10604,Bengaluru_Warehouse,Delhi,Ecom Express,2025-02-19,2025-02-24,27.8,963.46,Delivered,1429,5
SH10605,Bengaluru_Warehouse,Hyderabad,XpressBees,2025-10-29,2025-11-04,18.3,1057.47,Delivered,1908,6
SH10606,Delhi_Warehouse,Jaipur,DHL,2025-07-15,2025-07-19,4.1,922.76,Delivered,1901,4
SH10607,Pune_Warehouse,Nashik,FedEx,2025-04-28,2025-05-03,20.1,791.83,Delivered,1354,5
SH10608,Pune_Warehouse,Surat,FedEx,2025-07-07,2025-07-09,22.9,604.97,Delivered,680,2
SH10609,Bengaluru_Warehouse,Nashik,DHL,2025-12-19,2025-12-24,5.3,743.8,Delivered,1339,5
SH10610,Delhi_Warehouse,Nashik,DHL,2025-11-10,2025-11-16,25.7,1166.9,Delivered,2076,6
SH10611,Delhi_Warehouse,Ahmedabad,DHL,2025-11-01,2025-11-09,6.0,1144.75,Delivered,2429,8
SH10612,Mumbai_Warehouse,Hyderabad,Delhivery,2025-06-18,2025-06-25,10.4,1231.59,Delivered,2323,7
SH10613,Ahmedabad_Warehouse,Mumbai,DHL,2025-10-14,2025-10-16,6.0,337.36,Delivered,494,2
SH10614,Hyderabad_Warehouse,Kolkata,FedEx,2025-05-21,2025-05-24,9.6,801.64,Delivered,1514,3
SH10615,Ahmedabad_Warehouse,Nashik,DHL,2025-09-08,2025-09-10,7.1,295.5,Delivered,306,2
SH10616,Hyderabad_Warehouse,Pune,Ecom Express,2025-08-22,2025-08-26,34.5,1077.25,Delivered,1689,4
SH10617,Bengaluru_Warehouse,Ahmedabad,Delhivery,2025-04-02,2025-04-10,15.4,1208.22,Delivered,2482,8
SH10618,Pune_Warehouse,Surat,XpressBees,2025-04-08,2025-04-10,13.2,287.75,Delivered,178,2
SH10619,Bengaluru_Warehouse,Mumbai,DHL,2025-01-23,2025-01-29,36.6,1085.75,Delivered,1659,6
SH10620,Bengaluru_Warehouse,Hyderabad,FedEx,2025-02-21,2025-02-27,35.4,1476.36,Delayed,2367,6
SH10621,Ahmedabad_Warehouse,Kolkata,BlueDart,2025-06-08,2025-06-14,13.9,1134.43,Delivered,2126,6
SH10622,Pune_Warehouse,Kolkata,Delhivery,2025-06-24,2025-06-28,22.1,659.72,Delivered,1011,4
SH10623,Mumbai_Warehouse,Nashik,DHL,2025-03-02,2025-03-05,11.9,348.93,Delivered,304,3
SH10624,Mumbai_Warehouse,Jaipur,FedEx,2025-06-02,2025-06-09,17.1,1214.16,Delayed,2314,7
SH10625,Pune_Warehouse,Kolkata,BlueDart,2025-08-09,2025-08-14,8.1,,Delivered,2308,5
SH10626,Bengaluru_Warehouse,Nagpur,DHL,2025-03-26,2025-04-01,24.2,873.84,Delivered,1469,6
SH10627,Mumbai_Warehouse,Jaipur,BlueDart,2025-05-04,2025-05-10,37.5,1437.71,Delayed,2449,6
SH10628,Mumbai_Warehouse,Chennai,Ecom Express,2025-05-15,2025-05-16,33.4,384.07,Delivered,61,1
SH10629,Delhi_Warehouse,Hyderabad,Delhivery,2025-07-04,2025-07-06,18.9,899.49,Delivered,1561,2
SH10630,Hyderabad_Warehouse,Mumbai,BlueDart,2025-05-14,2025-05-17,3.8,124.09,Delivered,144,3
SH10631,Delhi_Warehouse,Jaipur,BlueDart,2025-09-26,2025-10-02,11.5,1193.49,Delivered,2343,6
SH10632,Pune_Warehouse,Jaipur,XpressBees,2025-04-30,2025-05-05,17.0,968.63,Delivered,1717,5
SH10633,Pune_Warehouse,Kolkata,Delhivery,2025-06-08,2025-06-14,6.4,1166.05,Delivered,2288,6
SH10634,Hyderabad_Warehouse,Surat,Delhivery,2025-05-19,2025-05-23,5.5,726.38,Delivered,1429,4
SH10635,Delhi_Warehouse,Bengaluru,XpressBees,2025-03-08,2025-03-10,44.0,538.03,Delivered,254,2
SH10636,Delhi_Warehouse,Surat,DHL,2025-09-08,2025-09-10,30.9,434.36,Delivered,115,2
SH10637,Hyderabad_Warehouse,Mumbai,DHL,2025-03-27,2025-03-31,25.4,618.46,Delayed,872,4
SH10638,Delhi_Warehouse,Surat,BlueDart,2025-04-19,2025-04-24,28.7,1169.86,Delivered,1872,5
SH10639,Delhi_Warehouse,Pune,FedEx,2025-10-17,2025-10-20,7.2,377.16,Delivered,420,3
SH10640,Hyderabad_Warehouse,Jaipur,FedEx,2025-12-13,2025-12-19,9.3,1126.16,Delivered,2138,6
SH10641,Pune_Warehouse,Nagpur,DHL,2025-09-02,2025-09-05,21.2,548.03,Delivered,636,3
SH10642,Bengaluru_Warehouse,Jaipur,XpressBees,2025-12-01,2025-12-05,22.3,774.51,Delivered,1266,4
SH10643,Bengaluru_Warehouse,Surat,Delhivery,2025-11-08,2025-11-10,6.1,367.6,Delivered,547,2
SH10644,Pune_Warehouse,Ahmedabad,Ecom Express,2025-06-25,2025-06-29,20.2,772.82,Delivered,1191,4
SH10645,Mumbai_Warehouse,Pune,DHL,2025-10-09,2025-10-12,17.3,682.6,Delayed,1158,3
SH10646,Ahmedabad_Warehouse,Jaipur,BlueDart,2025-04-30,2025-05-01,32.7,457.73,Delayed,63,1
SH10647,Pune_Warehouse,Delhi,Delhivery,2025-06-18,2025-06-21,22.4,907.52,Delayed,1441,3
SH10648,Delhi_Warehouse,Jaipur,Delhivery,2025-07-15,2025-07-20,47.2,1262.89,Delivered,1978,5
SH10649,Bengaluru_Warehouse,Bengaluru,Ecom Express,2025-12-17,2025-12-25,14.0,1287.04,Delivered,2344,8
SH10650,Mumbai_Warehouse,Mumbai,Ecom Express,2025-11-06,2025-11-09,7.6,511.16,Delivered,860,3
SH10651,Mumbai_Warehouse,Jaipur,BlueDart,2025-06-28,2025-07-05,46.4,1341.58,Delivered,2208,7
SH10652,Delhi_Warehouse,Pune,Ecom Express,2025-08-27,2025-09-04,23.1,1155.95,Delayed,2203,8
SH10653,Ahmedabad_Warehouse,Delhi,FedEx,2025-03-15,2025-03-22,17.3,1347.12,Delayed,2472,7
SH10654,Bengaluru_Warehouse,Jaipur,DHL,2025-10-21,2025-10-24,9.6,666.85,Delivered,964,3
SH10655,Bengaluru_Warehouse,Kolkata,XpressBees,2025-07-21,2025-07-26,14.1,1152.07,Delayed,2135,5
SH10656,Bengaluru_Warehouse,Delhi,DHL,2025-07-14,2025-07-19,13.6,870.86,Delayed,1435,5
SH10657,Ahmedabad_Warehouse,Delhi,FedEx,2025-10-07,2025-10-09,7.4,290.45,Delivered,192,2
SH10658,Ahmedabad_Warehouse,Delhi,DHL,2025-08-20,2025-08-23,2.9,434.32,Delayed,712,3
SH10659,Mumbai_Warehouse,Ahmedabad,FedEx,2025-01-27,2025-02-02,13.3,923.89,Delivered,1697,6
SH10660,Bengaluru_Warehouse,Nashik,BlueDart,2025-04-16,2025-04-20,29.1,543.1,Delivered,443,4
SH10661,Bengaluru_Warehouse,Ahmedabad,DHL,2025-03-06,2025-03-08,39.5,924.53,Delivered,1115,2
SH10662,Pune_Warehouse,Chennai,BlueDart,2025-09-26,2025-10-01,33.5,1142.54,Delivered,1949,5
SH10663,Ahmedabad_Warehouse,Mumbai,XpressBees,2025-01-13,2025-01-15,34.8,591.2,Delivered,417,2
SH10664,Pune_Warehouse,Surat,DHL,2025-03-15,2025-03-20,8.1,761.21,In Transit,1267,5
SH10665,Ahmedabad_Warehouse,Ahmedabad,XpressBees,2025-08-07,2025-08-11,21.4,492.47,Delivered,576,4
SH10666,Mumbai_Warehouse,Jaipur,BlueDart,2025-09-11,2025-09-18,25.6,853.25,Delivered,1364,7
SH10667,Bengaluru_Warehouse,Jaipur,Delhivery,2025-07-03,2025-07-06,26.6,600.69,Delivered,639,3
SH10668,Hyderabad_Warehouse,Surat,BlueDart,2025-11-11,2025-11-17,17.1,1204.34,Delivered,2416,6
SH10669,Bengaluru_Warehouse,Jaipur,FedEx,2025-12-02,2025-12-05,19.7,274.56,Delivered,237,3
SH10670,Mumbai_Warehouse,Kolkata,DHL,2025-02-18,2025-02-24,32.9,1435.39,Delivered,2411,6
SH10671,Mumbai_Warehouse,Delhi,Delhivery,2025-12-14,2025-12-20,25.0,1103.5,In Transit,1990,6
SH10672,Bengaluru_Warehouse,Nashik,XpressBees,2025-08-13,2025-08-19,28.0,1220.75,Delivered,2147,6
SH10673,Ahmedabad_Warehouse,Jaipur,Delhivery,2025-08-21,2025-08-25,12.9,1053.63,Delivered,2137,4
SH10674,Bengaluru_Warehouse,Pune,Delhivery,2025-02-04,2025-02-07,27.1,594.35,Delivered,509,3
SH10675,Mumbai_Warehouse,Pune,Delhivery,2025-08-15,2025-08-21,19.6,1272.96,Delivered,2332,6
SH10676,Hyderabad_Warehouse,Nashik,BlueDart,2025-09-22,2025-09-28,30.8,961.08,In Transit,1506,6
SH10677,Delhi_Warehouse,Delhi,DHL,2025-07-31,2025-08-07,10.8,1118.27,Delivered,2408,7
SH10678,Mumbai_Warehouse,Pune,Delhivery,2025-01-31,2025-02-05,29.2,1233.96,Delivered,2202,5
SH10679,Delhi_Warehouse,Nagpur,XpressBees,2025-07-10,2025-07-14,14.2,849.46,Delivered,1470,4
SH10680,Pune_Warehouse,Ahmedabad,FedEx,2025-12-08,2025-12-10,29.3,745.56,Delayed,967,2
SH10681,Ahmedabad_Warehouse,Nashik,XpressBees,2025-09-22,2025-09-23,21.5,410.29,Delivered,337,1
SH10682,Ahmedabad_Warehouse,Delhi,XpressBees,2025-02-20,2025-02-23,18.6,374.48,Delivered,297,3
SH10683,Mumbai_Warehouse,Surat,FedEx,2025-12-17,2025-12-20,14.8,669.63,Delivered,1005,3
SH10684,Bengaluru_Warehouse,Kolkata,Delhivery,2025-12-16,2025-12-23,17.4,1081.14,Delivered,2037,7
SH10685,Mumbai_Warehouse,Pune,Ecom Express,2025-03-03,2025-03-06,13.4,759.61,Delivered,1288,3
SH10686,Delhi_Warehouse,Jaipur,BlueDart,2025-10-20,2025-10-24,14.6,666.42,Delivered,1230,4
SH10687,Mumbai_Warehouse,Delhi,Ecom Express,2025-05-29,2025-06-01,24.5,701.29,Delivered,649,3
SH10688,Hyderabad_Warehouse,Bengaluru,XpressBees,2025-08-05,2025-08-10,4.7,706.2,In Transit,1433,5
SH10689,Mumbai_Warehouse,Jaipur,Delhivery,2025-06-12,2025-06-18,29.1,1016.01,Delivered,1613,6
SH10690,Ahmedabad_Warehouse,Surat,XpressBees,2025-10-13,2025-10-20,29.4,1393.0,Delayed,2457,7
SH10691,Pune_Warehouse,Ahmedabad,Ecom Express,2025-12-30,2026-01-06,15.1,957.3,Delivered,1837,7
SH10692,Pune_Warehouse,Surat,Ecom Express,2025-10-18,2025-10-22,20.1,897.24,Delivered,1538,4
SH10693,Ahmedabad_Warehouse,Chennai,XpressBees,2025-12-06,2025-12-13,8.9,1113.01,Delivered,2280,7
SH10694,Ahmedabad_Warehouse,Chennai,FedEx,2025-12-12,2025-12-15,23.5,687.7,Delivered,1091,3
SH10695,Mumbai_Warehouse,Chennai,DHL,2025-02-02,2025-02-07,9.7,1169.79,Delivered,2341,5
SH10696,Mumbai_Warehouse,Chennai,DHL,2025-04-03,2025-04-07,1.7,405.26,Delivered,956,4
SH10697,Ahmedabad_Warehouse,Delhi,FedEx,2025-09-21,2025-09-22,38.5,656.11,Delivered,363,1
SH10698,Ahmedabad_Warehouse,Surat,Ecom Express,2025-08-04,2025-08-08,8.1,643.12,Delivered,1073,4
SH10699,Delhi_Warehouse,Surat,Delhivery,2025-01-19,2025-01-22,17.1,413.8,Delivered,365,3
SH10700,Mumbai_Warehouse,Jaipur,BlueDart,2025-02-04,2025-02-07,20.6,302.38,Delayed,340,3
SH10701,Mumbai_Warehouse,Nagpur,DHL,2025-07-09,2025-07-15,24.5,1172.44,Delivered,2209,6
SH10702,Pune_Warehouse,Kolkata,Ecom Express,2025-08-13,2025-08-19,18.2,1149.85,Delivered,1997,6
SH10703,Hyderabad_Warehouse,Pune,BlueDart,2025-03-03,2025-03-06,21.8,742.26,Delivered,592,3
SH10704,Mumbai_Warehouse,Mumbai,Ecom Express,2025-03-04,2025-02-28,14.9,1155.62,Delayed,2103,5
SH10705,Bengaluru_Warehouse,Surat,DHL,2025-02-17,2025-02-19,5.4,274.49,Delivered,218,2
SH10706,Hyderabad_Warehouse,Ahmedabad,FedEx,2025-07-26,2025-07-30,17.7,573.06,Delivered,747,4
SH10707,Mumbai_Warehouse,Nagpur,DHL,2025-01-03,2025-01-08,26.7,1007.94,Delivered,1780,5
SH10708,Ahmedabad_Warehouse,Ahmedabad,FedEx,2025-07-28,2025-07-31,8.5,540.46,Delivered,794,3
SH10709,Ahmedabad_Warehouse,Ahmedabad,XpressBees,2025-06-23,2025-06-28,20.7,968.18,Delayed,1840,5
SH10710,Pune_Warehouse,Mumbai,BlueDart,2025-06-20,2025-06-28,53.1,1385.41,Delivered,2192,8
SH10711,Mumbai_Warehouse,Delhi,BlueDart,2025-09-05,2025-09-07,16.9,242.23,In Transit,211,2
SH10712,Pune_Warehouse,Pune,FedEx,2025-07-10,2025-07-11,17.5,327.77,Delivered,108,1
SH10713,Pune_Warehouse,Hyderabad,FedEx,2025-09-23,2025-09-28,5.0,1107.6,Delivered,2353,5
SH10714,Pune_Warehouse,Mumbai,Ecom Express,2025-10-06,2025-10-10,7.8,708.35,Delivered,1325,4
SH10715,Ahmedabad_Warehouse,Chennai,XpressBees,2025-12-02,2025-12-07,9.8,704.67,Delivered,1291,5
SH10716,Mumbai_Warehouse,Delhi,Ecom Express,2025-10-19,2025-10-24,26.0,737.21,Delivered,1186,5
SH10717,Pune_Warehouse,Nagpur,Ecom Express,2025-07-08,2025-07-12,9.0,586.65,Delivered,1112,4
SH10718,Hyderabad_Warehouse,Mumbai,BlueDart,2025-06-29,2025-07-05,3.7,808.55,Delivered,1741,6
SH10719,Mumbai_Warehouse,Mumbai,DHL,2025-03-28,2025-04-02,23.2,817.31,Delivered,1470,5
SH10720,Mumbai_Warehouse,Hyderabad,Ecom Express,2025-08-07,2025-08-11,10.5,330.52,Delivered,450,4
SH10721,Pune_Warehouse,Chennai,Ecom Express,2025-02-20,2025-02-26,5.2,730.43,In Transit,1585,6
SH10722,Ahmedabad_Warehouse,Chennai,Delhivery,2025-12-06,2025-12-12,28.1,1059.58,Delivered,1688,6
SH10723,Ahmedabad_Warehouse,Ahmedabad,DHL,2025-11-05,2025-11-07,13.7,370.56,Delivered,328,2
SH10724,Ahmedabad_Warehouse,Jaipur,Ecom Express,2025-02-13,2025-02-15,24.6,626.61,Delivered,973,2
