Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Invalid_Date
SH10505,Pune_Warehouse,Kolkata,XpressBees,4/11/2025,4/15/2025,17.4,224.74,Delivered,174,4,FALSE
SH10506,Pune_Warehouse,Bengaluru,Ecom Express,6/15/2025,6/16/2025,19.3,350.04,Delivered,332,1,FALSE
SH10507,Mumbai_Warehouse,Jaipur,Delhivery,7/13/2025,7/18/2025,9.9,610.35,Delayed,1177,5,FALSE
SH10508,Ahmedabad_Warehouse,Nagpur,XpressBees,4/1/2025,4/5/2025,11.4,847.87,In Transit,1568,4,FALSE
SH10509,Ahmedabad_Warehouse,Jaipur,DHL,4/9/2025,4/13/2025,16.7,667.24,Delivered,1048,4,FALSE
SH10510,Mumbai_Warehouse,Nagpur,Ecom Express,3/28/2025,4/2/2025,15.5,383.36,Delivered,348,5,FALSE
SH10511,Pune_Warehouse,Nashik,BlueDart,12/30/2025,1/1/2026,6.2,331.68,Delivered,538,2,FALSE
SH10512,Ahmedabad_Warehouse,Jaipur,BlueDart,9/30/2025,10/5/2025,42.1,1285.07,Delayed,2139,5,FALSE
SH10513,Delhi_Warehouse,Mumbai,Ecom Express,11/3/2025,11/10/2025,45.8,1491.13,Delivered,2409,7,FALSE
SH10514,Mumbai_Warehouse,Nagpur,FedEx,10/26/2025,10/31/2025,41.2,1170.73,Delivered,1898,5,FALSE
SH10515,Mumbai_Warehouse,Chennai,XpressBees,12/17/2025,12/20/2025,46.8,664.37,Delivered,303,3,FALSE
SH10516,Delhi_Warehouse,Chennai,BlueDart,2/8/2025,2/13/2025,67.7,1513.93,Delivered,2059,5,FALSE
SH10517,Bengaluru_Warehouse,Mumbai,BlueDart,11/18/2025,11/24/2025,10,880.38,Delivered,1746,6,FALSE
SH10518,Bengaluru_Warehouse,Kolkata,FedEx,1/25/2025,1/28/2025,65.9,1227.95,Delayed,1339,3,FALSE
SH10519,Mumbai_Warehouse,Hyderabad,BlueDart,6/23/2025,6/24/2025,14,363.22,Delivered,401,1,FALSE
SH10520,Delhi_Warehouse,Mumbai,XpressBees,8/5/2025,8/11/2025,27.8,1271.75,Delivered,2492,6,FALSE
SH10521,Pune_Warehouse,Ahmedabad,DHL,5/11/2025,5/14/2025,5,540.4,Delivered,1134,3,FALSE
SH10522,Bengaluru_Warehouse,Ahmedabad,Delhivery,2/23/2025,2/26/2025,12.7,312.48,Delayed,158,3,FALSE
SH10523,Pune_Warehouse,Bengaluru,XpressBees,3/12/2025,3/13/2025,34.5,614.74,Delivered,564,1,FALSE
SH10524,Pune_Warehouse,Nagpur,BlueDart,10/29/2025,11/1/2025,28.6,664.47,Delivered,1033,3,FALSE
SH10525,Hyderabad_Warehouse,Ahmedabad,Delhivery,4/27/2025,4/29/2025,13.8,301.51,Delivered,202,2,FALSE
SH10526,Bengaluru_Warehouse,Nashik,BlueDart,4/24/2025,4/27/2025,19.3,794.255,Delivered,843,3,FALSE
SH10527,Delhi_Warehouse,Jaipur,DHL,12/4/2025,12/7/2025,11.8,635.36,Delivered,1198,3,FALSE
SH10528,Mumbai_Warehouse,Delhi,Delhivery,2/22/2025,3/2/2025,34.4,1306.93,Delivered,2375,8,FALSE
SH10529,Mumbai_Warehouse,Pune,XpressBees,12/1/2025,12/2/2025,43.8,616.92,In Transit,261,1,FALSE
SH10530,Hyderabad_Warehouse,Delhi,Delhivery,12/3/2025,12/7/2025,10.1,672.21,Delayed,1463,4,FALSE
SH10531,Ahmedabad_Warehouse,Kolkata,BlueDart,8/7/2025,8/13/2025,18,1150.42,Delivered,2294,6,FALSE
SH10532,Bengaluru_Warehouse,Ahmedabad,DHL,3/2/2025,3/8/2025,6,988.11,Delayed,2025,6,FALSE
SH10533,Mumbai_Warehouse,Delhi,XpressBees,2/26/2025,3/5/2025,21.4,1321.85,Delivered,2317,7,FALSE
SH10534,Delhi_Warehouse,Bengaluru,XpressBees,4/14/2025,4/16/2025,25.9,526.75,Delivered,467,2,FALSE
SH10535,Pune_Warehouse,Kolkata,XpressBees,7/30/2025,8/4/2025,22.6,1071.45,Delayed,2014,5,FALSE
SH10536,Mumbai_Warehouse,Jaipur,BlueDart,2/26/2025,3/4/2025,24.5,1400.52,Delivered,2448,6,FALSE
SH10537,Mumbai_Warehouse,Chennai,Delhivery,6/16/2025,6/20/2025,16.6,503.15,Delivered,849,4,FALSE
SH10538,Delhi_Warehouse,Jaipur,BlueDart,2/12/2025,2/15/2025,16.9,772.48,Delivered,1272,3,FALSE
SH10539,Delhi_Warehouse,Surat,FedEx,7/17/2025,7/23/2025,16.4,813.65,Delivered,1351,6,FALSE
SH10540,Bengaluru_Warehouse,Jaipur,FedEx,1/8/2025,1/12/2025,12.4,665.72,In Transit,1259,4,FALSE
SH10541,Hyderabad_Warehouse,Bengaluru,BlueDart,9/16/2025,9/19/2025,13.6,553.17,Delivered,760,3,FALSE
SH10542,Pune_Warehouse,Delhi,Delhivery,1/21/2025,1/27/2025,25.1,1285.27,Delivered,2429,6,FALSE
SH10543,Pune_Warehouse,Mumbai,DHL,3/13/2025,3/18/2025,42.1,1481.56,Delivered,2394,5,FALSE
SH10544,Hyderabad_Warehouse,Chennai,Ecom Express,3/5/2025,3/8/2025,8.7,465.63,Delayed,983,3,FALSE
SH10545,Pune_Warehouse,Surat,BlueDart,10/31/2025,11/5/2025,16.9,1091.73,Delivered,2023,5,FALSE
SH10546,Mumbai_Warehouse,Jaipur,XpressBees,1/20/2025,1/23/2025,7.3,794.255,Delivered,1024,3,FALSE
SH10547,Ahmedabad_Warehouse,Hyderabad,FedEx,6/6/2025,6/11/2025,12.6,1089.49,Delivered,1998,5,FALSE
SH10548,Pune_Warehouse,Pune,DHL,8/4/2025,8/9/2025,14.2,821.14,Delivered,1483,5,FALSE
SH10549,Mumbai_Warehouse,Jaipur,FedEx,7/8/2025,7/11/2025,20.4,826.95,Delivered,1202,3,FALSE
SH10550,Hyderabad_Warehouse,Nashik,XpressBees,9/6/2025,9/8/2025,20,430.38,Delivered,363,2,FALSE
SH10551,Bengaluru_Warehouse,Jaipur,FedEx,10/21/2025,10/26/2025,17.9,919.82,Delivered,1654,5,FALSE
SH10552,Mumbai_Warehouse,Delhi,Ecom Express,5/24/2025,5/28/2025,23.7,675.89,Delivered,836,4,FALSE
SH10553,Ahmedabad_Warehouse,Kolkata,XpressBees,10/30/2025,11/2/2025,9.4,447.59,Delayed,581,3,FALSE
SH10554,Pune_Warehouse,Surat,FedEx,4/27/2025,4/30/2025,20.5,499.87,Delivered,523,3,FALSE
SH10555,Hyderabad_Warehouse,Nashik,Delhivery,12/26/2025,12/31/2025,29.2,6500,Delivered,2456,5,FALSE
SH10556,Bengaluru_Warehouse,Delhi,FedEx,7/4/2025,7/5/2025,9.3,232.27,Delivered,303,1,FALSE
SH10557,Hyderabad_Warehouse,Surat,BlueDart,9/26/2025,10/1/2025,4.3,1035.62,Delivered,2007,5,FALSE
SH10558,Hyderabad_Warehouse,Mumbai,FedEx,11/16/2025,11/23/2025,34.3,1214.71,Delivered,2172,7,FALSE
SH10559,Hyderabad_Warehouse,Ahmedabad,Ecom Express,10/17/2025,10/19/2025,7.5,245.21,Delayed,126,2,FALSE
SH10560,Mumbai_Warehouse,Pune,XpressBees,11/7/2025,11/11/2025,12.2,850.03,Delivered,1494,4,FALSE
SH10561,Ahmedabad_Warehouse,Hyderabad,FedEx,7/15/2025,7/19/2025,28.6,898.48,Delivered,1465,4,FALSE
SH10562,Mumbai_Warehouse,Mumbai,FedEx,1/16/2025,1/19/2025,8.9,436.09,Delivered,929,3,FALSE
SH10563,Pune_Warehouse,Pune,Ecom Express,6/29/2025,7/3/2025,32.8,1034.79,Delivered,1684,4,FALSE
SH10564,Delhi_Warehouse,Bengaluru,BlueDart,3/8/2025,3/12/2025,10.9,728.36,In Transit,1051,4,FALSE
SH10565,Pune_Warehouse,Mumbai,Delhivery,11/21/2025,11/25/2025,9.9,590.01,Delivered,1127,4,FALSE
SH10566,Bengaluru_Warehouse,Chennai,Ecom Express,3/28/2025,4/3/2025,7.4,564.16,In Transit,1107,6,FALSE
SH10567,Mumbai_Warehouse,Ahmedabad,DHL,3/25/2025,4/1/2025,11,963.67,Delivered,2012,7,FALSE
SH10568,Delhi_Warehouse,Hyderabad,XpressBees,4/2/2025,4/8/2025,26.2,1041.93,Delivered,1601,6,FALSE
SH10569,Delhi_Warehouse,Hyderabad,BlueDart,8/23/2025,8/27/2025,12.2,581.52,Delivered,979,4,FALSE
SH10570,Bengaluru_Warehouse,Kolkata,Delhivery,7/28/2025,8/3/2025,34.4,1312.8,Delivered,2321,6,FALSE
SH10571,Bengaluru_Warehouse,Kolkata,BlueDart,12/13/2025,12/19/2025,18.4,1160.44,Delivered,2015,6,FALSE
SH10572,Hyderabad_Warehouse,Mumbai,Ecom Express,6/1/2025,6/7/2025,19.5,1258.74,Delivered,2336,6,FALSE
SH10573,Mumbai_Warehouse,Nagpur,Delhivery,4/14/2025,4/21/2025,9.7,884.69,In Transit,1840,7,FALSE
SH10574,Ahmedabad_Warehouse,Hyderabad,FedEx,1/18/2025,1/22/2025,37.6,756.08,Delivered,1009,4,FALSE
SH10575,Delhi_Warehouse,Chennai,FedEx,1/3/2025,1/9/2025,29.3,1209.23,In Transit,1944,6,FALSE
SH10576,Delhi_Warehouse,Chennai,XpressBees,5/17/2025,5/21/2025,28.8,685.66,Delivered,857,4,FALSE
SH10577,Bengaluru_Warehouse,Nagpur,Delhivery,12/4/2025,12/9/2025,16,430.68,Delivered,714,5,FALSE
SH10578,Mumbai_Warehouse,Nagpur,FedEx,7/11/2025,7/14/2025,6.6,523.13,Delivered,1155,3,FALSE
SH10579,Hyderabad_Warehouse,Nashik,DHL,11/23/2025,12/1/2025,20.2,1208.82,Delivered,2425,8,FALSE
SH10580,Pune_Warehouse,Kolkata,DHL,2/7/2025,2/11/2025,25.4,833.37,In Transit,1442,4,FALSE
SH10581,Ahmedabad_Warehouse,Nagpur,XpressBees,2/4/2025,2/6/2025,25.6,794.255,Delayed,990,2,FALSE
SH10582,Mumbai_Warehouse,Delhi,XpressBees,11/1/2025,11/4/2025,23.4,714.45,In Transit,1181,3,FALSE
SH10583,Ahmedabad_Warehouse,Nashik,BlueDart,2/8/2025,2/10/2025,22.8,543.71,In Transit,763,2,FALSE
SH10584,Delhi_Warehouse,Ahmedabad,FedEx,1/19/2025,1/25/2025,10.8,845.23,Delivered,1664,6,FALSE
SH10585,Bengaluru_Warehouse,Bengaluru,BlueDart,5/28/2025,5/31/2025,11.2,649.67,Delivered,908,3,FALSE
SH10586,Ahmedabad_Warehouse,Nagpur,DHL,12/4/2025,12/9/2025,7.4,719.58,Delayed,1408,5,FALSE
SH10587,Mumbai_Warehouse,Bengaluru,Delhivery,9/9/2025,9/14/2025,34.6,766.4,Delivered,956,5,FALSE
SH10588,Delhi_Warehouse,Nashik,Delhivery,2/6/2025,2/9/2025,55.6,931.73,Delayed,836,3,FALSE
SH10589,Ahmedabad_Warehouse,Bengaluru,XpressBees,11/2/2025,11/8/2025,89.5,1847.46,Delivered,2428,6,FALSE
SH10590,Mumbai_Warehouse,Chennai,FedEx,11/4/2025,11/6/2025,21.1,658.1,Delivered,897,2,FALSE
SH10591,Mumbai_Warehouse,Chennai,FedEx,10/20/2025,10/22/2025,22.8,382.47,Delivered,222,2,FALSE
SH10592,Bengaluru_Warehouse,Delhi,DHL,11/26/2025,12/2/2025,16.4,636.48,Delivered,977,6,FALSE
SH10593,Mumbai_Warehouse,Chennai,BlueDart,3/29/2025,4/3/2025,20.9,978.49,Delivered,1354,5,FALSE
SH10594,Ahmedabad_Warehouse,Pune,Delhivery,12/24/2025,12/26/2025,8.9,323.78,Delivered,281,2,FALSE
SH10595,Ahmedabad_Warehouse,Surat,DHL,4/28/2025,5/1/2025,16.2,794.255,Delivered,799,3,FALSE
SH10596,Pune_Warehouse,Chennai,Ecom Express,10/20/2025,10/23/2025,9.9,376.45,Delivered,457,3,FALSE
SH10597,Pune_Warehouse,Mumbai,BlueDart,7/31/2025,8/4/2025,14.8,698.59,Delivered,1277,4,FALSE
SH10598,Hyderabad_Warehouse,Nagpur,Ecom Express,10/12/2025,10/17/2025,10.6,959.88,Delivered,1822,5,FALSE
SH10599,Bengaluru_Warehouse,Hyderabad,BlueDart,8/18/2025,8/25/2025,25.5,1238.77,Delivered,2423,7,FALSE
SH10600,Hyderabad_Warehouse,Kolkata,DHL,8/23/2025,8/26/2025,27.6,674.93,Delayed,1003,3,FALSE
SH10601,Ahmedabad_Warehouse,Nashik,DHL,8/13/2025,8/18/2025,22.3,1197.76,Delivered,2165,5,FALSE
SH10602,Delhi_Warehouse,Kolkata,Delhivery,10/12/2025,10/15/2025,11.3,472.42,Delivered,575,3,FALSE
SH10603,Pune_Warehouse,Kolkata,Delhivery,9/27/2025,10/2/2025,7,991.19,Delivered,1962,5,FALSE
SH10604,Bengaluru_Warehouse,Delhi,Ecom Express,2/19/2025,2/24/2025,27.8,963.46,Delivered,1429,5,FALSE
SH10605,Bengaluru_Warehouse,Hyderabad,XpressBees,10/29/2025,11/4/2025,18.3,1057.47,Delivered,1908,6,FALSE
SH10606,Delhi_Warehouse,Jaipur,DHL,7/15/2025,7/19/2025,4.1,922.76,Delivered,1901,4,FALSE
SH10607,Pune_Warehouse,Nashik,FedEx,4/28/2025,5/3/2025,20.1,791.83,Delivered,1354,5,FALSE
SH10608,Pune_Warehouse,Surat,FedEx,7/7/2025,7/9/2025,22.9,604.97,Delivered,680,2,FALSE
SH10609,Bengaluru_Warehouse,Nashik,DHL,12/19/2025,12/24/2025,5.3,743.8,Delivered,1339,5,FALSE
SH10610,Delhi_Warehouse,Nashik,DHL,11/10/2025,11/16/2025,25.7,1166.9,Delivered,2076,6,FALSE
SH10611,Delhi_Warehouse,Ahmedabad,DHL,11/1/2025,11/9/2025,6,1144.75,Delivered,2429,8,FALSE
SH10612,Mumbai_Warehouse,Hyderabad,Delhivery,6/18/2025,6/25/2025,10.4,1231.59,Delivered,2323,7,FALSE
SH10613,Ahmedabad_Warehouse,Mumbai,DHL,10/14/2025,10/16/2025,6,337.36,Delivered,494,2,FALSE
SH10614,Hyderabad_Warehouse,Kolkata,FedEx,5/21/2025,5/24/2025,9.6,801.64,Delivered,1514,3,FALSE
SH10615,Ahmedabad_Warehouse,Nashik,DHL,9/8/2025,9/10/2025,7.1,295.5,Delivered,306,2,FALSE
SH10616,Hyderabad_Warehouse,Pune,Ecom Express,8/22/2025,8/26/2025,34.5,1077.25,Delivered,1689,4,FALSE
SH10617,Bengaluru_Warehouse,Ahmedabad,Delhivery,4/2/2025,4/10/2025,15.4,1208.22,Delivered,2482,8,FALSE
SH10618,Pune_Warehouse,Surat,XpressBees,4/8/2025,4/10/2025,13.2,287.75,Delivered,178,2,FALSE
SH10619,Bengaluru_Warehouse,Mumbai,DHL,1/23/2025,1/29/2025,36.6,1085.75,Delivered,1659,6,FALSE
SH10620,Bengaluru_Warehouse,Hyderabad,FedEx,2/21/2025,2/27/2025,35.4,1476.36,Delayed,2367,6,FALSE
SH10621,Ahmedabad_Warehouse,Kolkata,BlueDart,6/8/2025,6/14/2025,13.9,1134.43,Delivered,2126,6,FALSE
SH10622,Pune_Warehouse,Kolkata,Delhivery,6/24/2025,6/28/2025,22.1,659.72,Delivered,1011,4,FALSE
SH10623,Mumbai_Warehouse,Nashik,DHL,3/2/2025,3/5/2025,11.9,348.93,Delivered,304,3,FALSE
SH10624,Mumbai_Warehouse,Jaipur,FedEx,6/2/2025,6/9/2025,17.1,1214.16,Delayed,2314,7,FALSE
SH10625,Pune_Warehouse,Kolkata,BlueDart,8/9/2025,8/14/2025,8.1,794.255,Delivered,2308,5,FALSE
SH10626,Bengaluru_Warehouse,Nagpur,DHL,3/26/2025,4/1/2025,24.2,873.84,Delivered,1469,6,FALSE
SH10627,Mumbai_Warehouse,Jaipur,BlueDart,5/4/2025,5/10/2025,37.5,1437.71,Delayed,2449,6,FALSE
SH10628,Mumbai_Warehouse,Chennai,Ecom Express,5/15/2025,5/16/2025,33.4,384.07,Delivered,61,1,FALSE
SH10629,Delhi_Warehouse,Hyderabad,Delhivery,7/4/2025,7/6/2025,18.9,899.49,Delivered,1561,2,FALSE
SH10630,Hyderabad_Warehouse,Mumbai,BlueDart,5/14/2025,5/17/2025,3.8,124.09,Delivered,144,3,FALSE
SH10631,Delhi_Warehouse,Jaipur,BlueDart,9/26/2025,10/2/2025,11.5,1193.49,Delivered,2343,6,FALSE
SH10632,Pune_Warehouse,Jaipur,XpressBees,4/30/2025,5/5/2025,17,968.63,Delivered,1717,5,FALSE
SH10633,Pune_Warehouse,Kolkata,Delhivery,6/8/2025,6/14/2025,6.4,1166.05,Delivered,2288,6,FALSE
SH10634,Hyderabad_Warehouse,Surat,Delhivery,5/19/2025,5/23/2025,5.5,726.38,Delivered,1429,4,FALSE
SH10635,Delhi_Warehouse,Bengaluru,XpressBees,3/8/2025,3/10/2025,44,538.03,Delivered,254,2,FALSE
SH10636,Delhi_Warehouse,Surat,DHL,9/8/2025,9/10/2025,30.9,434.36,Delivered,115,2,FALSE
SH10637,Hyderabad_Warehouse,Mumbai,DHL,3/27/2025,3/31/2025,25.4,618.46,Delayed,872,4,FALSE
SH10638,Delhi_Warehouse,Surat,BlueDart,4/19/2025,4/24/2025,28.7,1169.86,Delivered,1872,5,FALSE
SH10639,Delhi_Warehouse,Pune,FedEx,10/17/2025,10/20/2025,7.2,377.16,Delivered,420,3,FALSE
SH10640,Hyderabad_Warehouse,Jaipur,FedEx,12/13/2025,12/19/2025,9.3,1126.16,Delivered,2138,6,FALSE
SH10641,Pune_Warehouse,Nagpur,DHL,9/2/2025,9/5/2025,21.2,548.03,Delivered,636,3,FALSE
SH10642,Bengaluru_Warehouse,Jaipur,XpressBees,12/1/2025,12/5/2025,22.3,774.51,Delivered,1266,4,FALSE
SH10643,Bengaluru_Warehouse,Surat,Delhivery,11/8/2025,11/10/2025,6.1,367.6,Delivered,547,2,FALSE
SH10644,Pune_Warehouse,Ahmedabad,Ecom Express,6/25/2025,6/29/2025,20.2,772.82,Delivered,1191,4,FALSE
SH10645,Mumbai_Warehouse,Pune,DHL,10/9/2025,10/12/2025,17.3,682.6,Delayed,1158,3,FALSE
SH10646,Ahmedabad_Warehouse,Jaipur,BlueDart,4/30/2025,5/1/2025,32.7,457.73,Delayed,63,1,FALSE
SH10647,Pune_Warehouse,Delhi,Delhivery,6/18/2025,6/21/2025,22.4,907.52,Delayed,1441,3,FALSE
SH10648,Delhi_Warehouse,Jaipur,Delhivery,7/15/2025,7/20/2025,47.2,1262.89,Delivered,1978,5,FALSE
SH10649,Bengaluru_Warehouse,Bengaluru,Ecom Express,12/17/2025,12/25/2025,14,1287.04,Delivered,2344,8,FALSE
SH10650,Mumbai_Warehouse,Mumbai,Ecom Express,11/6/2025,11/9/2025,7.6,511.16,Delivered,860,3,FALSE
SH10651,Mumbai_Warehouse,Jaipur,BlueDart,6/28/2025,7/5/2025,46.4,1341.58,Delivered,2208,7,FALSE
SH10652,Delhi_Warehouse,Pune,Ecom Express,8/27/2025,9/4/2025,23.1,1155.95,Delayed,2203,8,FALSE
SH10653,Ahmedabad_Warehouse,Delhi,FedEx,3/15/2025,3/22/2025,17.3,1347.12,Delayed,2472,7,FALSE
SH10654,Bengaluru_Warehouse,Jaipur,DHL,10/21/2025,10/24/2025,9.6,666.85,Delivered,964,3,FALSE
SH10655,Bengaluru_Warehouse,Kolkata,XpressBees,7/21/2025,7/26/2025,14.1,1152.07,Delayed,2135,5,FALSE
SH10656,Bengaluru_Warehouse,Delhi,DHL,7/14/2025,7/19/2025,13.6,870.86,Delayed,1435,5,FALSE
SH10657,Ahmedabad_Warehouse,Delhi,FedEx,10/7/2025,10/9/2025,7.4,290.45,Delivered,192,2,FALSE
SH10658,Ahmedabad_Warehouse,Delhi,DHL,8/20/2025,8/23/2025,2.9,434.32,Delayed,712,3,FALSE
SH10659,Mumbai_Warehouse,Ahmedabad,FedEx,1/27/2025,2/2/2025,13.3,923.89,Delivered,1697,6,FALSE
SH10660,Bengaluru_Warehouse,Nashik,BlueDart,4/16/2025,4/20/2025,29.1,543.1,Delivered,443,4,FALSE
SH10661,Bengaluru_Warehouse,Ahmedabad,DHL,3/6/2025,3/8/2025,39.5,924.53,Delivered,1115,2,FALSE
SH10662,Pune_Warehouse,Chennai,BlueDart,9/26/2025,10/1/2025,33.5,1142.54,Delivered,1949,5,FALSE
SH10663,Ahmedabad_Warehouse,Mumbai,XpressBees,1/13/2025,1/15/2025,34.8,591.2,Delivered,417,2,FALSE
SH10664,Pune_Warehouse,Surat,DHL,3/15/2025,3/20/2025,8.1,761.21,In Transit,1267,5,FALSE
SH10665,Ahmedabad_Warehouse,Ahmedabad,XpressBees,8/7/2025,8/11/2025,21.4,492.47,Delivered,576,4,FALSE
SH10666,Mumbai_Warehouse,Jaipur,BlueDart,9/11/2025,9/18/2025,25.6,853.25,Delivered,1364,7,FALSE
SH10667,Bengaluru_Warehouse,Jaipur,Delhivery,7/3/2025,7/6/2025,26.6,600.69,Delivered,639,3,FALSE
SH10668,Hyderabad_Warehouse,Surat,BlueDart,11/11/2025,11/17/2025,17.1,1204.34,Delivered,2416,6,FALSE
SH10669,Bengaluru_Warehouse,Jaipur,FedEx,12/2/2025,12/5/2025,19.7,274.56,Delivered,237,3,FALSE
SH10670,Mumbai_Warehouse,Kolkata,DHL,2/18/2025,2/24/2025,32.9,1435.39,Delivered,2411,6,FALSE
SH10671,Mumbai_Warehouse,Delhi,Delhivery,12/14/2025,12/20/2025,25,1103.5,In Transit,1990,6,FALSE
SH10672,Bengaluru_Warehouse,Nashik,XpressBees,8/13/2025,8/19/2025,28,1220.75,Delivered,2147,6,FALSE
SH10673,Ahmedabad_Warehouse,Jaipur,Delhivery,8/21/2025,8/25/2025,12.9,1053.63,Delivered,2137,4,FALSE
SH10674,Bengaluru_Warehouse,Pune,Delhivery,2/4/2025,2/7/2025,27.1,594.35,Delivered,509,3,FALSE
SH10675,Mumbai_Warehouse,Pune,Delhivery,8/15/2025,8/21/2025,19.6,1272.96,Delivered,2332,6,FALSE
SH10676,Hyderabad_Warehouse,Nashik,BlueDart,9/22/2025,9/28/2025,30.8,961.08,In Transit,1506,6,FALSE
SH10677,Delhi_Warehouse,Delhi,DHL,7/31/2025,8/7/2025,10.8,1118.27,Delivered,2408,7,FALSE
SH10678,Mumbai_Warehouse,Pune,Delhivery,1/31/2025,2/5/2025,29.2,1233.96,Delivered,2202,5,FALSE
SH10679,Delhi_Warehouse,Nagpur,XpressBees,7/10/2025,7/14/2025,14.2,849.46,Delivered,1470,4,FALSE
SH10680,Pune_Warehouse,Ahmedabad,FedEx,12/8/2025,12/10/2025,29.3,745.56,Delayed,967,2,FALSE
SH10681,Ahmedabad_Warehouse,Nashik,XpressBees,9/22/2025,9/23/2025,21.5,410.29,Delivered,337,1,FALSE
SH10682,Ahmedabad_Warehouse,Delhi,XpressBees,2/20/2025,2/23/2025,18.6,374.48,Delivered,297,3,FALSE
SH10683,Mumbai_Warehouse,Surat,FedEx,12/17/2025,12/20/2025,14.8,669.63,Delivered,1005,3,FALSE
SH10684,Bengaluru_Warehouse,Kolkata,Delhivery,12/16/2025,12/23/2025,17.4,1081.14,Delivered,2037,7,FALSE
SH10685,Mumbai_Warehouse,Pune,Ecom Express,3/3/2025,3/6/2025,13.4,759.61,Delivered,1288,3,FALSE
SH10686,Delhi_Warehouse,Jaipur,BlueDart,10/20/2025,10/24/2025,14.6,666.42,Delivered,1230,4,FALSE
SH10687,Mumbai_Warehouse,Delhi,Ecom Express,5/29/2025,6/1/2025,24.5,701.29,Delivered,649,3,FALSE
SH10688,Hyderabad_Warehouse,Bengaluru,XpressBees,8/5/2025,8/10/2025,4.7,706.2,In Transit,1433,5,FALSE
SH10689,Mumbai_Warehouse,Jaipur,Delhivery,6/12/2025,6/18/2025,29.1,1016.01,Delivered,1613,6,FALSE
SH10690,Ahmedabad_Warehouse,Surat,XpressBees,10/13/2025,10/20/2025,29.4,1393,Delayed,2457,7,FALSE
SH10691,Pune_Warehouse,Ahmedabad,Ecom Express,12/30/2025,1/6/2026,15.1,957.3,Delivered,1837,7,FALSE
SH10692,Pune_Warehouse,Surat,Ecom Express,10/18/2025,10/22/2025,20.1,897.24,Delivered,1538,4,FALSE
SH10693,Ahmedabad_Warehouse,Chennai,XpressBees,12/6/2025,12/13/2025,8.9,1113.01,Delivered,2280,7,FALSE
SH10694,Ahmedabad_Warehouse,Chennai,FedEx,12/12/2025,12/15/2025,23.5,687.7,Delivered,1091,3,FALSE
SH10695,Mumbai_Warehouse,Chennai,DHL,2/2/2025,2/7/2025,9.7,1169.79,Delivered,2341,5,FALSE
SH10696,Mumbai_Warehouse,Chennai,DHL,4/3/2025,4/7/2025,1.7,405.26,Delivered,956,4,FALSE
SH10697,Ahmedabad_Warehouse,Delhi,FedEx,9/21/2025,9/22/2025,38.5,656.11,Delivered,363,1,FALSE
SH10698,Ahmedabad_Warehouse,Surat,Ecom Express,8/4/2025,8/8/2025,8.1,643.12,Delivered,1073,4,FALSE
SH10699,Delhi_Warehouse,Surat,Delhivery,1/19/2025,1/22/2025,17.1,413.8,Delivered,365,3,FALSE
SH10700,Mumbai_Warehouse,Jaipur,BlueDart,2/4/2025,2/7/2025,20.6,302.38,Delayed,340,3,FALSE
SH10701,Mumbai_Warehouse,Nagpur,DHL,7/9/2025,7/15/2025,24.5,1172.44,Delivered,2209,6,FALSE
SH10702,Pune_Warehouse,Kolkata,Ecom Express,8/13/2025,8/19/2025,18.2,1149.85,Delivered,1997,6,FALSE
SH10703,Hyderabad_Warehouse,Pune,BlueDart,3/3/2025,3/6/2025,21.8,742.26,Delivered,592,3,FALSE
SH10704,Mumbai_Warehouse,Mumbai,Ecom Express,3/4/2025,3/9/2025,14.9,1155.62,Delayed,2103,5,FALSE
SH10705,Bengaluru_Warehouse,Surat,DHL,2/17/2025,2/19/2025,5.4,274.49,Delivered,218,2,FALSE
SH10706,Hyderabad_Warehouse,Ahmedabad,FedEx,7/26/2025,7/30/2025,17.7,573.06,Delivered,747,4,FALSE
SH10707,Mumbai_Warehouse,Nagpur,DHL,1/3/2025,1/8/2025,26.7,1007.94,Delivered,1780,5,FALSE
SH10708,Ahmedabad_Warehouse,Ahmedabad,FedEx,7/28/2025,7/31/2025,8.5,540.46,Delivered,794,3,FALSE
SH10709,Ahmedabad_Warehouse,Ahmedabad,XpressBees,6/23/2025,6/28/2025,20.7,968.18,Delayed,1840,5,FALSE
SH10710,Pune_Warehouse,Mumbai,BlueDart,6/20/2025,6/28/2025,53.1,1385.41,Delivered,2192,8,FALSE
SH10711,Mumbai_Warehouse,Delhi,BlueDart,9/5/2025,9/7/2025,16.9,242.23,In Transit,211,2,FALSE
SH10712,Pune_Warehouse,Pune,FedEx,7/10/2025,7/11/2025,17.5,327.77,Delivered,108,1,FALSE
SH10713,Pune_Warehouse,Hyderabad,FedEx,9/23/2025,9/28/2025,5,1107.6,Delivered,2353,5,FALSE
SH10714,Pune_Warehouse,Mumbai,Ecom Express,10/6/2025,10/10/2025,7.8,708.35,Delivered,1325,4,FALSE
SH10715,Ahmedabad_Warehouse,Chennai,XpressBees,12/2/2025,12/7/2025,9.8,704.67,Delivered,1291,5,FALSE
SH10716,Mumbai_Warehouse,Delhi,Ecom Express,10/19/2025,10/24/2025,26,737.21,Delivered,1186,5,FALSE
SH10717,Pune_Warehouse,Nagpur,Ecom Express,7/8/2025,7/12/2025,9,586.65,Delivered,1112,4,FALSE
